counter_type,data_type,is_key,schema,variable
Info,Int32,No,common,%uptime%
Info,String,No,common,%host%
Info,String,No,common,%ipaddr%
Info,String,No,common,%date%
Info,String,No,common,%date3%
Info,String,No,common,%time%
Info,String,No,common,%time2%
Info,String,No,common,%time3%
Info,Int32,No,common,%epochtime%
Info,String,No,common,%schemas%
Info,String,No,common,%schema-delta%
Info,String,No,common,%localdate%
Info,String,No,common,%localdate3%
Info,String,No,common,%localtime%
Info,String,No,common,%localtime2%
Info,String,No,common,%localtime3%
Info,String,No,common,%localtz%
Info,String,No,common,%localtzoffset%
Info,String,No,common,%swbuild%
Info,String,No,common,%version-no%
Info,Int32,Yes,card,%card%
Gauge,Float,No,card,%cpubusy%
Gauge,Float,No,card,%cpuidle%
Counter,Int32,No,card,%numproc%
Gauge,Int32,No,card,%memused%
Gauge,Int32,No,card,%memtotal%
Gauge,Int32,No,card,%numcpu%
Gauge,Float,No,card,%cpu0-cpubusy%
Gauge,Float,No,card,%cpu0-cpuidle%
Counter,Int32,No,card,%cpu0-numproc%
Gauge,Int32,No,card,%cpu0-memused%
Gauge,Int32,No,card,%cpu0-memtotal%
Gauge,String,No,card,%cpu0-name%
Gauge,Float,No,card,%cpu0-cpuused-user%
Gauge,Float,No,card,%cpu0-cpuused-sys%
Gauge,Float,No,card,%cpu0-cpuused-io%
Gauge,Float,No,card,%cpu0-cpuused-irq%
Gauge,Float,No,card,%cpu0-cpuused-idle%
Gauge,Float,No,card,%cpu1-cpubusy%
Gauge,Float,No,card,%cpu1-cpuidle%
Counter,Int32,No,card,%cpu1-numproc%
Gauge,Int32,No,card,%cpu1-memused%
Gauge,Int32,No,card,%cpu1-memtotal%
Gauge,String,No,card,%cpu1-name%
Gauge,Float,No,card,%cpu1-cpuused-user%
Gauge,Float,No,card,%cpu1-cpuused-sys%
Gauge,Float,No,card,%cpu1-cpuused-io%
Gauge,Float,No,card,%cpu1-cpuused-irq%
Gauge,Float,No,card,%cpu1-cpuused-idle%
Gauge,Float,No,card,%cpu2-cpubusy%
Gauge,Float,No,card,%cpu2-cpuidle%
Counter,Int32,No,card,%cpu2-numproc%
Gauge,Int32,No,card,%cpu2-memused%
Gauge,Int32,No,card,%cpu2-memtotal%
Gauge,String,No,card,%cpu2-name%
Gauge,Float,No,card,%cpu2-cpuused-user%
Gauge,Float,No,card,%cpu2-cpuused-sys%
Gauge,Float,No,card,%cpu2-cpuused-io%
Gauge,Float,No,card,%cpu2-cpuused-irq%
Gauge,Float,No,card,%cpu2-cpuused-idle%
Gauge,Float,No,card,%cpu3-cpubusy%
Gauge,Float,No,card,%cpu3-cpuidle%
Counter,Int32,No,card,%cpu3-numproc%
Gauge,Int32,No,card,%cpu3-memused%
Gauge,Int32,No,card,%cpu3-memtotal%
Gauge,String,No,card,%cpu3-name%
Gauge,Float,No,card,%cpu3-cpuused-user%
Gauge,Float,No,card,%cpu3-cpuused-sys%
Gauge,Float,No,card,%cpu3-cpuused-io%
Gauge,Float,No,card,%cpu3-cpuused-irq%
Gauge,Float,No,card,%cpu3-cpuused-idle%
Gauge,Float,No,card,%cpu0-core0-coreused-crypto%
Gauge,Float,No,card,%cpu0-core1-coreused-crypto%
Gauge,Float,No,card,%cpu0-core2-coreused-crypto%
Gauge,Float,No,card,%cpu0-core3-coreused-crypto%
Gauge,Float,No,card,%cpu0-core4-coreused-crypto%
Gauge,Float,No,card,%cpu0-core5-coreused-crypto%
Gauge,Float,No,card,%cpu0-core6-coreused-crypto%
Gauge,Float,No,card,%cpu0-core7-coreused-crypto%
Gauge,Float,No,card,%cpu0-core8-coreused-crypto%
Gauge,Float,No,card,%cpu0-core9-coreused-crypto%
Gauge,Float,No,card,%cpu0-core10-coreused-crypto%
Gauge,Float,No,card,%cpu0-core11-coreused-crypto%
Gauge,Float,No,card,%cpu0-core12-coreused-crypto%
Gauge,Float,No,card,%cpu0-core13-coreused-crypto%
Gauge,Float,No,card,%cpu0-core14-coreused-crypto%
Gauge,Float,No,card,%cpu0-core15-coreused-crypto%
Gauge,Float,No,card,%cpu0-core16-coreused-crypto%
Gauge,Float,No,card,%cpu0-core17-coreused-crypto%
Gauge,Float,No,card,%cpu0-core18-coreused-crypto%
Gauge,Float,No,card,%cpu0-core19-coreused-crypto%
Gauge,Float,No,card,%cpu0-core20-coreused-crypto%
Gauge,Float,No,card,%cpu0-core21-coreused-crypto%
Gauge,Float,No,card,%cpu0-core22-coreused-crypto%
Gauge,Float,No,card,%cpu0-core23-coreused-crypto%
Gauge,Float,No,card,%cpu0-core24-coreused-crypto%
Gauge,Float,No,card,%cpu0-core25-coreused-crypto%
Gauge,Float,No,card,%cpu0-core26-coreused-crypto%
Gauge,Float,No,card,%cpu0-core27-coreused-crypto%
Gauge,Float,No,card,%cpu0-core28-coreused-crypto%
Gauge,Float,No,card,%cpu0-core29-coreused-crypto%
Gauge,Float,No,card,%cpu0-core30-coreused-crypto%
Gauge,Float,No,card,%cpu0-core31-coreused-crypto%
Gauge,Float,No,card,%cpu0-core32-coreused-crypto%
Gauge,Float,No,card,%cpu0-core33-coreused-crypto%
Gauge,Float,No,card,%cpu0-core34-coreused-crypto%
Gauge,Float,No,card,%cpu0-core35-coreused-crypto%
Gauge,Float,No,card,%cpu0-core36-coreused-crypto%
Gauge,Float,No,card,%cpu0-core37-coreused-crypto%
Gauge,Float,No,card,%cpu0-core38-coreused-crypto%
Gauge,Float,No,card,%cpu0-core39-coreused-crypto%
Gauge,Float,No,card,%cpu0-core40-coreused-crypto%
Gauge,Float,No,card,%cpu0-core41-coreused-crypto%
Gauge,Float,No,card,%cpu0-core42-coreused-crypto%
Gauge,Float,No,card,%cpu0-core43-coreused-crypto%
Gauge,Float,No,card,%cpu0-core44-coreused-crypto%
Gauge,Float,No,card,%cpu0-core45-coreused-crypto%
Gauge,Float,No,card,%cpu0-core46-coreused-crypto%
Gauge,Float,No,card,%cpu0-core47-coreused-crypto%
Gauge,Float,No,card,%cpu1-core0-coreused-crypto%
Gauge,Float,No,card,%cpu1-core1-coreused-crypto%
Gauge,Float,No,card,%cpu1-core2-coreused-crypto%
Gauge,Float,No,card,%cpu1-core3-coreused-crypto%
Gauge,Float,No,card,%cpu1-core4-coreused-crypto%
Gauge,Float,No,card,%cpu1-core5-coreused-crypto%
Gauge,Float,No,card,%cpu1-core6-coreused-crypto%
Gauge,Float,No,card,%cpu1-core7-coreused-crypto%
Gauge,Float,No,card,%cpu1-core8-coreused-crypto%
Gauge,Float,No,card,%cpu1-core9-coreused-crypto%
Gauge,Float,No,card,%cpu1-core10-coreused-crypto%
Gauge,Float,No,card,%cpu1-core11-coreused-crypto%
Gauge,Float,No,card,%cpu1-core12-coreused-crypto%
Gauge,Float,No,card,%cpu1-core13-coreused-crypto%
Gauge,Float,No,card,%cpu1-core14-coreused-crypto%
Gauge,Float,No,card,%cpu1-core15-coreused-crypto%
Gauge,Float,No,card,%cpu1-core16-coreused-crypto%
Gauge,Float,No,card,%cpu1-core17-coreused-crypto%
Gauge,Float,No,card,%cpu1-core18-coreused-crypto%
Gauge,Float,No,card,%cpu1-core19-coreused-crypto%
Gauge,Float,No,card,%cpu1-core20-coreused-crypto%
Gauge,Float,No,card,%cpu1-core21-coreused-crypto%
Gauge,Float,No,card,%cpu1-core22-coreused-crypto%
Gauge,Float,No,card,%cpu1-core23-coreused-crypto%
Gauge,Float,No,card,%cpu1-core24-coreused-crypto%
Gauge,Float,No,card,%cpu1-core25-coreused-crypto%
Gauge,Float,No,card,%cpu1-core26-coreused-crypto%
Gauge,Float,No,card,%cpu1-core27-coreused-crypto%
Gauge,Float,No,card,%cpu1-core28-coreused-crypto%
Gauge,Float,No,card,%cpu1-core29-coreused-crypto%
Gauge,Float,No,card,%cpu1-core30-coreused-crypto%
Gauge,Float,No,card,%cpu1-core31-coreused-crypto%
Gauge,Float,No,card,%cpu1-core32-coreused-crypto%
Gauge,Float,No,card,%cpu1-core33-coreused-crypto%
Gauge,Float,No,card,%cpu1-core34-coreused-crypto%
Gauge,Float,No,card,%cpu1-core35-coreused-crypto%
Gauge,Float,No,card,%cpu1-core36-coreused-crypto%
Gauge,Float,No,card,%cpu1-core37-coreused-crypto%
Gauge,Float,No,card,%cpu1-core38-coreused-crypto%
Gauge,Float,No,card,%cpu1-core39-coreused-crypto%
Gauge,Float,No,card,%cpu1-core40-coreused-crypto%
Gauge,Float,No,card,%cpu1-core41-coreused-crypto%
Gauge,Float,No,card,%cpu1-core42-coreused-crypto%
Gauge,Float,No,card,%cpu1-core43-coreused-crypto%
Gauge,Float,No,card,%cpu1-core44-coreused-crypto%
Gauge,Float,No,card,%cpu1-core45-coreused-crypto%
Gauge,Float,No,card,%cpu1-core46-coreused-crypto%
Gauge,Float,No,card,%cpu1-core47-coreused-crypto%
Gauge,Float,No,card,%cpu2-core0-coreused-crypto%
Gauge,Float,No,card,%cpu2-core1-coreused-crypto%
Gauge,Float,No,card,%cpu2-core2-coreused-crypto%
Gauge,Float,No,card,%cpu2-core3-coreused-crypto%
Gauge,Float,No,card,%cpu2-core4-coreused-crypto%
Gauge,Float,No,card,%cpu2-core5-coreused-crypto%
Gauge,Float,No,card,%cpu2-core6-coreused-crypto%
Gauge,Float,No,card,%cpu2-core7-coreused-crypto%
Gauge,Float,No,card,%cpu2-core8-coreused-crypto%
Gauge,Float,No,card,%cpu2-core9-coreused-crypto%
Gauge,Float,No,card,%cpu2-core10-coreused-crypto%
Gauge,Float,No,card,%cpu2-core11-coreused-crypto%
Gauge,Float,No,card,%cpu2-core12-coreused-crypto%
Gauge,Float,No,card,%cpu2-core13-coreused-crypto%
Gauge,Float,No,card,%cpu2-core14-coreused-crypto%
Gauge,Float,No,card,%cpu2-core15-coreused-crypto%
Gauge,Float,No,card,%cpu2-core16-coreused-crypto%
Gauge,Float,No,card,%cpu2-core17-coreused-crypto%
Gauge,Float,No,card,%cpu2-core18-coreused-crypto%
Gauge,Float,No,card,%cpu2-core19-coreused-crypto%
Gauge,Float,No,card,%cpu2-core20-coreused-crypto%
Gauge,Float,No,card,%cpu2-core21-coreused-crypto%
Gauge,Float,No,card,%cpu2-core22-coreused-crypto%
Gauge,Float,No,card,%cpu2-core23-coreused-crypto%
Gauge,Float,No,card,%cpu2-core24-coreused-crypto%
Gauge,Float,No,card,%cpu2-core25-coreused-crypto%
Gauge,Float,No,card,%cpu2-core26-coreused-crypto%
Gauge,Float,No,card,%cpu2-core27-coreused-crypto%
Gauge,Float,No,card,%cpu2-core28-coreused-crypto%
Gauge,Float,No,card,%cpu2-core29-coreused-crypto%
Gauge,Float,No,card,%cpu2-core30-coreused-crypto%
Gauge,Float,No,card,%cpu2-core31-coreused-crypto%
Gauge,Float,No,card,%cpu2-core32-coreused-crypto%
Gauge,Float,No,card,%cpu2-core33-coreused-crypto%
Gauge,Float,No,card,%cpu2-core34-coreused-crypto%
Gauge,Float,No,card,%cpu2-core35-coreused-crypto%
Gauge,Float,No,card,%cpu2-core36-coreused-crypto%
Gauge,Float,No,card,%cpu2-core37-coreused-crypto%
Gauge,Float,No,card,%cpu2-core38-coreused-crypto%
Gauge,Float,No,card,%cpu2-core39-coreused-crypto%
Gauge,Float,No,card,%cpu2-core40-coreused-crypto%
Gauge,Float,No,card,%cpu2-core41-coreused-crypto%
Gauge,Float,No,card,%cpu2-core42-coreused-crypto%
Gauge,Float,No,card,%cpu2-core43-coreused-crypto%
Gauge,Float,No,card,%cpu2-core44-coreused-crypto%
Gauge,Float,No,card,%cpu2-core45-coreused-crypto%
Gauge,Float,No,card,%cpu2-core46-coreused-crypto%
Gauge,Float,No,card,%cpu2-core47-coreused-crypto%
Gauge,Float,No,card,%15avg-cpubusy%
Gauge,Float,No,card,%15peak-cpubusy%
Gauge,Float,No,card,%5avg-cpubusy%
Gauge,Float,No,card,%5peak-cpubusy%
Gauge,Float,No,card,%1avg-cpubusy%
Gauge,Float,No,card,%15avg-memused%
Gauge,Float,No,card,%15peak-memused%
Gauge,Float,No,card,%5avg-memused%
Gauge,Float,No,card,%5peak-memused%
Gauge,Float,No,card,%1avg-memused%
Gauge,Float,No,card,%cpu0-15avg-cpubusy%
Gauge,Float,No,card,%cpu0-15peak-cpubusy%
Gauge,Float,No,card,%cpu0-5avg-cpubusy%
Gauge,Float,No,card,%cpu0-5peak-cpubusy%
Gauge,Float,No,card,%cpu0-1avg-cpubusy%
Gauge,Float,No,card,%cpu0-15avg-memused%
Gauge,Float,No,card,%cpu0-15peak-memused%
Gauge,Float,No,card,%cpu0-5avg-memused%
Gauge,Float,No,card,%cpu0-5peak-memused%
Gauge,Float,No,card,%cpu0-1avg-memused%
Gauge,Float,No,card,%cpu1-15avg-cpubusy%
Gauge,Float,No,card,%cpu1-15peak-cpubusy%
Gauge,Float,No,card,%cpu1-5avg-cpubusy%
Gauge,Float,No,card,%cpu1-5peak-cpubusy%
Gauge,Float,No,card,%cpu1-1avg-cpubusy%
Gauge,Float,No,card,%cpu1-15avg-memused%
Gauge,Float,No,card,%cpu1-15peak-memused%
Gauge,Float,No,card,%cpu1-5avg-memused%
Gauge,Float,No,card,%cpu1-5peak-memused%
Gauge,Float,No,card,%cpu1-1avg-memused%
Gauge,Float,No,card,%cpu2-15avg-cpubusy%
Gauge,Float,No,card,%cpu2-15peak-cpubusy%
Gauge,Float,No,card,%cpu2-5avg-cpubusy%
Gauge,Float,No,card,%cpu2-5peak-cpubusy%
Gauge,Float,No,card,%cpu2-1avg-cpubusy%
Gauge,Float,No,card,%cpu2-15avg-memused%
Gauge,Float,No,card,%cpu2-15peak-memused%
Gauge,Float,No,card,%cpu2-5avg-memused%
Gauge,Float,No,card,%cpu2-5peak-memused%
Gauge,Float,No,card,%cpu2-1avg-memused%
Gauge,Float,No,card,%cpu3-15avg-cpubusy%
Gauge,Float,No,card,%cpu3-15peak-cpubusy%
Gauge,Float,No,card,%cpu3-5avg-cpubusy%
Gauge,Float,No,card,%cpu3-5peak-cpubusy%
Gauge,Float,No,card,%cpu3-1avg-cpubusy%
Gauge,Float,No,card,%cpu3-15avg-memused%
Gauge,Float,No,card,%cpu3-15peak-memused%
Gauge,Float,No,card,%cpu3-5avg-memused%
Gauge,Float,No,card,%cpu3-5peak-memused%
Gauge,Float,No,card,%cpu3-1avg-memused%
Counter,Int32,No,card,%task-sessmgr-num%
Gauge,Float,No,card,%task-sessmgr-avgcpu%
Gauge,Float,No,card,%task-sessmgr-avgmem%
Gauge,Float,No,card,%task-sessmgr-maxcpu%
Gauge,Float,No,card,%task-sessmgr-maxmem%
Gauge,Int32,No,card,%task-mmemgr-num%
Gauge,Float,No,card,%task-mmemgr-avgcpu%
Gauge,Float,No,card,%task-mmemgr-avgmem%
Gauge,Float,No,card,%task-mmemgr-maxcpu%
Gauge,Float,No,card,%task-mmemgr-maxmem%
Counter,Int32,No,card,%task-a11mgr-num%
Gauge,Float,No,card,%task-a11mgr-maxcpu%
Gauge,Float,No,card,%task-a11mgr-maxmem%
Counter,Int32,No,card,%task-l2tpmgr-num%
Gauge,Float,No,card,%task-l2tpmgr-maxcpu%
Gauge,Float,No,card,%task-l2tpmgr-maxmem%
Counter,Int32,No,card,%task-famgr-num%
Gauge,Float,No,card,%task-famgr-maxcpu%
Gauge,Float,No,card,%task-famgr-maxmem%
Counter,Int32,No,card,%task-hamgr-num%
Gauge,Float,No,card,%task-hamgr-maxcpu%
Gauge,Float,No,card,%task-hamgr-maxmem%
Counter,Int32,No,card,%task-acsmgr-num%
Gauge,Float,No,card,%task-acsmgr-avgcpu%
Gauge,Float,No,card,%task-acsmgr-avgmem%
Gauge,Float,No,card,%task-acsmgr-maxcpu%
Gauge,Float,No,card,%task-acsmgr-maxmem%
Counter,Int32,No,card,%task-vpnmgr-num%
Gauge,Float,No,card,%task-vpnmgr-maxcpu%
Gauge,Float,No,card,%task-vpnmgr-maxmem%
Counter,Int32,No,card,%task-linkmgr-num%
Gauge,Float,No,card,%task-linkmgr-avgcpu%
Gauge,Float,No,card,%task-linkmgr-avgmem%
Gauge,Float,No,card,%task-linkmgr-maxcpu%
Gauge,Float,No,card,%task-linkmgr-maxmem%
Counter,Int32,No,card,%task-gbmgr-num%
Gauge,Float,No,card,%task-gbmgr-avgcpu%
Gauge,Float,No,card,%task-gbmgr-avgmem%
Gauge,Float,No,card,%task-gbmgr-maxcpu%
Gauge,Float,No,card,%task-gbmgr-maxmem%
Counter,Int32,No,card,%task-imsimgr-num%
Gauge,Float,No,card,%task-imsimgr-avgcpu%
Gauge,Float,No,card,%task-imsimgr-avgmem%
Gauge,Float,No,card,%task-imsimgr-maxcpu%
Gauge,Float,No,card,%task-imsimgr-maxmem%
Counter,Int32,No,card,%task-mmgr-num%
Gauge,Float,No,card,%task-mmgr-avgcpu%
Gauge,Float,No,card,%task-mmgr-avgmem%
Gauge,Float,No,card,%task-mmgr-maxcpu%
Gauge,Float,No,card,%task-mmgr-maxmem%
Gauge,Int32,No,card,%npuutil-now%
Gauge,Int32,No,card,%npuutil-5minave%
Gauge,Int32,No,card,%npuutil-15minave%
Gauge,Float,No,card,%npuutil-rxbytes-5secave%
Gauge,Float,No,card,%npuutil-txbytes-5secave%
Gauge,Float,No,card,%npuutil-rxbytes-5minave%
Gauge,Float,No,card,%npuutil-txbytes-5minave%
Gauge,Float,No,card,%npuutil-rxbytes-15minave%
Gauge,Float,No,card,%npuutil-txbytes-15minave%
Gauge,Float,No,card,%npuutil-rxpkts-5secave%
Gauge,Float,No,card,%npuutil-txpkts-5secave%
Gauge,Float,No,card,%npuutil-rxpkts-5minave%
Gauge,Float,No,card,%npuutil-txpkts-5minave%
Gauge,Float,No,card,%npuutil-rxpkts-15minave%
Gauge,Float,No,card,%npuutil-txpkts-15minave%
Gauge,Float,No,card,%dinet-rxpkts-curr%
Gauge,Float,No,card,%dinet-txpkts-curr%
Gauge,Float,No,card,%dinet-rxpkts-5minave%
Gauge,Float,No,card,%dinet-txpkts-5minave%
Gauge,Float,No,card,%dinet-rxpkts-15minave%
Gauge,Float,No,card,%dinet-txpkts-15minave%
Gauge,Float,No,card,%dinet-txdrops-curr%
Gauge,Float,No,card,%dinet-txdrops-5minave%
Gauge,Float,No,card,%dinet-txdrops-15minave%
Counter,Int64,No,card,%iftask-errors%
Gauge,Int32,No,card,%cpu0-vpputil-now%
Gauge,Int32,No,card,%cpu0-vpputil-5minave%
Gauge,Int32,No,card,%cpu0-vpputil-15minave%
Gauge,Float,No,card,%cpu0-vpputil-rxbytes-5secave%
Gauge,Float,No,card,%cpu0-vpputil-txbytes-5secave%
Gauge,Float,No,card,%cpu0-vpputil-rxbytes-5minave%
Gauge,Float,No,card,%cpu0-vpputil-txbytes-5minave%
Gauge,Float,No,card,%cpu0-vpputil-rxbytes-15minave%
Gauge,Float,No,card,%cpu0-vpputil-txbytes-15minave%
Gauge,Float,No,card,%cpu0-vpputil-rxpkts-5secave%
Gauge,Float,No,card,%cpu0-vpputil-txpkts-5secave%
Gauge,Float,No,card,%cpu0-vpputil-rxpkts-5minave%
Gauge,Float,No,card,%cpu0-vpputil-txpkts-5minave%
Gauge,Float,No,card,%cpu0-vpputil-rxpkts-15minave%
Gauge,Float,No,card,%cpu0-vpputil-txpkts-15minave%
Counter,Int64,No,card,%cpu0-vpp-rx-pkts%
Counter,Int64,No,card,%cpu0-vpp-tx-pkts%
Counter,Int64,No,card,%cpu0-vpp-rx-bytes%
Counter,Int64,No,card,%cpu0-vpp-tx-bytes%
Counter,Int64,No,card,%cpu0-vpp-rx-miss%
Counter,Int64,No,card,%cpu0-vpp-rx-err%
Counter,Int64,No,card,%cpu0-vpp-tx-err%
Counter,Int64,No,card,%cpu0-vpp-rx-nombuf%
Counter,Int64,No,card,%cpu0-vpp-rx-size-0-63%
Counter,Int64,No,card,%cpu0-vpp-rx-size-64%
Counter,Int64,No,card,%cpu0-vpp-rx-size-65-127%
Counter,Int64,No,card,%cpu0-vpp-rx-size-128-255%
Counter,Int64,No,card,%cpu0-vpp-rx-size-256-511%
Counter,Int64,No,card,%cpu0-vpp-rx-size-512-1023%
Counter,Int64,No,card,%cpu0-vpp-rx-size-1024-1518%
Counter,Int64,No,card,%cpu0-vpp-rx-size-1519-max%
Counter,Int64,No,card,%cpu0-vpp-tx-size-64%
Counter,Int64,No,card,%cpu0-vpp-tx-size-65-127%
Counter,Int64,No,card,%cpu0-vpp-tx-size-128-255%
Counter,Int64,No,card,%cpu0-vpp-tx-size-256-511%
Counter,Int64,No,card,%cpu0-vpp-tx-size-512-1023%
Counter,Int64,No,card,%cpu0-vpp-tx-size-1024-1518%
Counter,Int64,No,card,%cpu0-vpp-tx-size-1519-max%
Counter,Int64,No,card,%cpu0-vpp-sw-rx-pkts%
Counter,Int64,No,card,%cpu0-vpp-sw-tx-pkts%
Counter,Int64,No,card,%cpu0-vpp-sw-rx-bytes%
Counter,Int64,No,card,%cpu0-vpp-sw-tx-bytes%
Counter,Int64,No,card,%cpu0-vpp-sw-rx-ip4%
Counter,Int64,No,card,%cpu0-vpp-sw-rx-ip6%
Counter,Int64,No,card,%cpu0-vpp-sw-rx-drops%
Gauge,Int32,No,card,%cpu1-vpputil-now%
Gauge,Int32,No,card,%cpu1-vpputil-5minave%
Gauge,Int32,No,card,%cpu1-vpputil-15minave%
Gauge,Float,No,card,%cpu1-vpputil-rxbytes-5secave%
Gauge,Float,No,card,%cpu1-vpputil-txbytes-5secave%
Gauge,Float,No,card,%cpu1-vpputil-rxbytes-5minave%
Gauge,Float,No,card,%cpu1-vpputil-txbytes-5minave%
Gauge,Float,No,card,%cpu1-vpputil-rxbytes-15minave%
Gauge,Float,No,card,%cpu1-vpputil-txbytes-15minave%
Gauge,Float,No,card,%cpu1-vpputil-rxpkts-5secave%
Gauge,Float,No,card,%cpu1-vpputil-txpkts-5secave%
Gauge,Float,No,card,%cpu1-vpputil-rxpkts-5minave%
Gauge,Float,No,card,%cpu1-vpputil-txpkts-5minave%
Gauge,Float,No,card,%cpu1-vpputil-rxpkts-15minave%
Gauge,Float,No,card,%cpu1-vpputil-txpkts-15minave%
Counter,Int64,No,card,%cpu1-vpp-rx-pkts%
Counter,Int64,No,card,%cpu1-vpp-tx-pkts%
Counter,Int64,No,card,%cpu1-vpp-rx-bytes%
Counter,Int64,No,card,%cpu1-vpp-tx-bytes%
Counter,Int64,No,card,%cpu1-vpp-rx-miss%
Counter,Int64,No,card,%cpu1-vpp-rx-err%
Counter,Int64,No,card,%cpu1-vpp-tx-err%
Counter,Int64,No,card,%cpu1-vpp-rx-nombuf%
Counter,Int64,No,card,%cpu1-vpp-rx-size-0-63%
Counter,Int64,No,card,%cpu1-vpp-rx-size-64%
Counter,Int64,No,card,%cpu1-vpp-rx-size-65-127%
Counter,Int64,No,card,%cpu1-vpp-rx-size-128-255%
Counter,Int64,No,card,%cpu1-vpp-rx-size-256-511%
Counter,Int64,No,card,%cpu1-vpp-rx-size-512-1023%
Counter,Int64,No,card,%cpu1-vpp-rx-size-1024-1518%
Counter,Int64,No,card,%cpu1-vpp-rx-size-1519-max%
Counter,Int64,No,card,%cpu1-vpp-tx-size-64%
Counter,Int64,No,card,%cpu1-vpp-tx-size-65-127%
Counter,Int64,No,card,%cpu1-vpp-tx-size-128-255%
Counter,Int64,No,card,%cpu1-vpp-tx-size-256-511%
Counter,Int64,No,card,%cpu1-vpp-tx-size-512-1023%
Counter,Int64,No,card,%cpu1-vpp-tx-size-1024-1518%
Counter,Int64,No,card,%cpu1-vpp-tx-size-1519-max%
Counter,Int64,No,card,%cpu1-vpp-sw-rx-pkts%
Counter,Int64,No,card,%cpu1-vpp-sw-tx-pkts%
Counter,Int64,No,card,%cpu1-vpp-sw-rx-bytes%
Counter,Int64,No,card,%cpu1-vpp-sw-tx-bytes%
Counter,Int64,No,card,%cpu1-vpp-sw-rx-ip4%
Counter,Int64,No,card,%cpu1-vpp-sw-rx-ip6%
Counter,Int64,No,card,%cpu1-vpp-sw-rx-drops%
Gauge,Int32,No,card,%cpu2-vpputil-now%
Gauge,Int32,No,card,%cpu2-vpputil-5minave%
Gauge,Int32,No,card,%cpu2-vpputil-15minave%
Gauge,Float,No,card,%cpu2-vpputil-rxbytes-5secave%
Gauge,Float,No,card,%cpu2-vpputil-txbytes-5secave%
Gauge,Float,No,card,%cpu2-vpputil-rxbytes-5minave%
Gauge,Float,No,card,%cpu2-vpputil-txbytes-5minave%
Gauge,Float,No,card,%cpu2-vpputil-rxbytes-15minave%
Gauge,Float,No,card,%cpu2-vpputil-txbytes-15minave%
Gauge,Float,No,card,%cpu2-vpputil-rxpkts-5secave%
Gauge,Float,No,card,%cpu2-vpputil-txpkts-5secave%
Gauge,Float,No,card,%cpu2-vpputil-rxpkts-5minave%
Gauge,Float,No,card,%cpu2-vpputil-txpkts-5minave%
Gauge,Float,No,card,%cpu2-vpputil-rxpkts-15minave%
Gauge,Float,No,card,%cpu2-vpputil-txpkts-15minave%
Counter,Int64,No,card,%cpu2-vpp-rx-pkts%
Counter,Int64,No,card,%cpu2-vpp-tx-pkts%
Counter,Int64,No,card,%cpu2-vpp-rx-bytes%
Counter,Int64,No,card,%cpu2-vpp-tx-bytes%
Counter,Int64,No,card,%cpu2-vpp-rx-miss%
Counter,Int64,No,card,%cpu2-vpp-rx-err%
Counter,Int64,No,card,%cpu2-vpp-tx-err%
Counter,Int64,No,card,%cpu2-vpp-rx-nombuf%
Counter,Int64,No,card,%cpu2-vpp-rx-size-0-63%
Counter,Int64,No,card,%cpu2-vpp-rx-size-64%
Counter,Int64,No,card,%cpu2-vpp-rx-size-65-127%
Counter,Int64,No,card,%cpu2-vpp-rx-size-128-255%
Counter,Int64,No,card,%cpu2-vpp-rx-size-256-511%
Counter,Int64,No,card,%cpu2-vpp-rx-size-512-1023%
Counter,Int64,No,card,%cpu2-vpp-rx-size-1024-1518%
Counter,Int64,No,card,%cpu2-vpp-rx-size-1519-max%
Counter,Int64,No,card,%cpu2-vpp-tx-size-64%
Counter,Int64,No,card,%cpu2-vpp-tx-size-65-127%
Counter,Int64,No,card,%cpu2-vpp-tx-size-128-255%
Counter,Int64,No,card,%cpu2-vpp-tx-size-256-511%
Counter,Int64,No,card,%cpu2-vpp-tx-size-512-1023%
Counter,Int64,No,card,%cpu2-vpp-tx-size-1024-1518%
Counter,Int64,No,card,%cpu2-vpp-tx-size-1519-max%
Counter,Int64,No,card,%cpu2-vpp-sw-rx-pkts%
Counter,Int64,No,card,%cpu2-vpp-sw-tx-pkts%
Counter,Int64,No,card,%cpu2-vpp-sw-rx-bytes%
Counter,Int64,No,card,%cpu2-vpp-sw-tx-bytes%
Counter,Int64,No,card,%cpu2-vpp-sw-rx-ip4%
Counter,Int64,No,card,%cpu2-vpp-sw-rx-ip6%
Counter,Int64,No,card,%cpu2-vpp-sw-rx-drops%
Info,Int32,Yes,port,%card%
Info,Int32,Yes,port,%port%
Gauge,Int64,No,port,%maxrate%
Counter,Int64,No,port,%rxbytes%
Counter,Int64,No,port,%txbytes%
Counter,Int64,No,port,%ucast_inpackets%
Counter,Int64,No,port,%ucast_outpackets%
Counter,Int64,No,port,%mcast_inpackets%
Counter,Int64,No,port,%mcast_outpackets%
Counter,Int64,No,port,%bcast_inpackets%
Counter,Int64,No,port,%bcast_outpackets%
Counter,Int64,No,port,%rxpackets%
Counter,Int64,No,port,%txpackets%
Counter,Int64,No,port,%rxdiscbytes%
Counter,Int64,No,port,%rxdiscpackets%
Counter,Int64,No,port,%txdiscbytes%
Counter,Int64,No,port,%txdiscpackets%
Counter,Int64,No,port,%rxerrorbytes%
Counter,Int64,No,port,%rxerrorpackets%
Counter,Int64,No,port,%txerrorbytes%
Counter,Int64,No,port,%txerrorpackets%
Counter,Int64,No,port,%frag-rcvd%
