column_names,index_name
address|collection_duration|collection_status|collection_timestamp|column_names|count_|customer_id|customer_tag|description|device_object|dhcpHostname|firmware|host|id|index|ip|ip_addr|isBoundToConfigTemplate|isVirtual|lanIp|lat|linecount|lng|mac|mdnsName|model|name|namedVlan|networkId|networkName|notes|orgId|orgName|organizationId|productTypes_0|productTypes_|punct|reason|serial|source|sourcetype|splunk_server|tags_0|timeZone|timestamp|unique_id|url|usage-recv|usage-sent|usage_recv|usage_sent|user|vlan|wanIp|wan2Ip,fabrix_meraki_inventory_collection
