additive_terms,additive_terms_lower,additive_terms_upper,anomalies_type,daily,daily_lower,daily_upper,is_anomaly,is_outlier,is_predicted_anomaly,is_predicted_outlier,lowerBound,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,predicted,predicted_anomalies_type,trend,trend_lower,trend_upper,upperBound,weekly,weekly_lower,weekly_upper,accuracy,anomalies_count,anomalies_percent,timestamp,seasonality,overall_trend,_RDA_Id,job_name,status,reason,count_,anomalies,anomalies_severity,anomaly_score,cluster,all-baseline,value,baseline,__uuid
-65324.12659885727,-65324.12659885727,-65324.12659885727,0,16602.19249523512,16602.19249523512,16602.19249523512,No,No,No,No,15913160.638168491,0.0,0.0,0.0,17139113.86,0,17204437.98174709,17204437.98174709,17204437.98174709,18336128.743823003,-81926.31909409241,-81926.31909409241,-81926.31909409241,67.98,56,15.51,2022-04-10T12:00:00,"Daily, Weekly",Decreasing,174158378235500103b24ce450,default,Success,,1,,,,,16411285.5,16411285.5,16411285.5,e932925f-89ed-4f1e-9f96-b964e9f7d6d0
108369.46881683944,108369.46881683944,108369.46881683944,1,159272.95071717736,159272.95071717736,159272.95071717736,Yes,No,No,No,16034200.698500715,0.0,0.0,0.0,17314290.74,0,17205921.266651675,17205921.266651675,17205921.266651675,18563337.84436666,-50903.4819003379,-50903.4819003379,-50903.4819003379,67.98,56,15.51,2022-04-10T08:00:00,"Daily, Weekly",Decreasing,174158378235500104b24ce450,default,Success,,1,18679259.0,Medium,2645058.3,2.0,18679259.0,18679259.0,,b899575e-1680-4894-a46c-6d10e8c3a6b0
-136916.2862492867,-136916.2862492867,-136916.2862492867,0,-105169.03408633747,-105169.03408633747,-105169.03408633747,No,No,No,No,15765846.575668847,0.0,0.0,0.0,17070488.27,0,17207404.55155626,17207404.55155626,17207404.55155626,18350123.93858029,-31747.252162949226,-31747.252162949226,-31747.252162949226,67.98,56,15.51,2022-04-10T04:00:00,"Daily, Weekly",Decreasing,174158378235500105b24ce450,default,Success,,1,,,,,16614735.5,16614735.5,16614735.5,55ad9ca2-98b4-4ff1-b328-791c28770045
-318705.2364563242,-318705.2364563242,-318705.2364563242,0,-296692.9265046117,-296692.9265046117,-296692.9265046117,No,No,No,No,15634578.395501127,0.0,0.0,0.0,16890182.6,0,17208887.836460844,17208887.836460844,17208887.836460844,18079272.4618764,-22012.309951712457,-22012.309951712457,-22012.309951712457,67.98,56,15.51,2022-04-10T00:00:00,"Daily, Weekly",Decreasing,174158378235500106b24ce450,default,Success,,1,,,,,17101221.5,17101221.5,17101221.5,c906c448-ace4-4e51-87fa-42d011e041b7
134117.3499753826,134117.3499753826,134117.3499753826,0,150498.70585715974,150498.70585715974,150498.70585715974,No,No,No,No,16075373.77240443,0.0,0.0,0.0,17344488.47,0,17210371.121365428,17210371.121365428,17210371.121365428,18648605.30360689,-16381.35588177715,-16381.35588177715,-16381.35588177715,67.98,56,15.51,2022-04-09T20:00:00,"Daily, Weekly",Decreasing,174158378235500107b24ce450,default,Success,,1,,,,,16772199.0,16772199.0,16772199.0,ad997130-e8cf-4260-9582-c3f9b45cf7f9
67210.45696992154,67210.45696992154,67210.45696992154,0,75488.11151429162,75488.11151429162,75488.11151429162,No,No,No,No,15978629.586707566,0.0,0.0,0.0,17279064.86,0,17211854.406270012,17211854.406270012,17211854.406270012,18543833.981885925,-8277.654544370094,-8277.654544370094,-8277.654544370094,67.98,56,15.51,2022-04-09T16:00:00,"Daily, Weekly",Decreasing,174158378235500108b24ce450,default,Success,,1,,,,,17628932.5,17628932.5,17628932.5,66b8587b-93ef-4ddc-8220-5532bc3b7984
24842.30959599492,24842.30959599492,24842.30959599492,0,16602.19249674863,16602.19249674863,16602.19249674863,No,No,No,No,15983166.423646271,0.0,0.0,0.0,17238180.0,0,17213337.691174597,17213337.691174597,17213337.691174597,18444381.586837582,8240.117099246281,8240.117099246281,8240.117099246281,67.98,56,15.51,2022-04-09T12:00:00,"Daily, Weekly",Decreasing,174158378235500109b24ce450,default,Success,,1,,,,,18149892.0,18149892.0,18149892.0,c88c2dab-f2ca-4afd-96d5-7ad6d8b6e082
195999.5508560247,195999.5508560247,195999.5508560247,0,159272.95071938058,159272.95071938058,159272.95071938058,No,No,No,No,16167009.010264857,0.0,0.0,0.0,17410820.53,0,17214820.97607918,17214820.97607918,17214820.97607918,18660172.664948765,36726.60013664408,36726.60013664408,36726.60013664408,67.98,56,15.51,2022-04-09T08:00:00,"Daily, Weekly",Decreasing,174158378235500110b24ce450,default,Success,,1,,,,,17039001.5,17039001.5,17039001.5,d3f3b95a-c6b0-4b44-8d24-ad1589336aa8
-28031.207016140368,-28031.207016140368,-28031.207016140368,0,-105169.03408600517,-105169.03408600517,-105169.03408600517,No,No,No,No,15856624.741706422,0.0,0.0,0.0,17188273.05,0,17216304.260983765,17216304.260983765,17216304.260983765,18386502.56791852,77137.82706986481,77137.82706986481,77137.82706986481,67.98,56,15.51,2022-04-09T04:00:00,"Daily, Weekly",Decreasing,174158378235500111b24ce450,default,Success,,1,,,,,17630378.5,17630378.5,17630378.5,dc94b47c-b92f-4779-978a-82f9f5848ebd
-171251.32719373165,-171251.32719373165,-171251.32719373165,0,-296692.9265048196,-296692.9265048196,-296692.9265048196,No,No,No,No,15802399.154157331,0.0,0.0,0.0,17046536.22,0,17217787.54588835,17217787.54588835,17217787.54588835,18333314.26348979,125441.599311088,125441.599311088,125441.599311088,67.98,56,15.51,2022-04-09T00:00:00,"Daily, Weekly",Decreasing,174158378235500112b24ce450,default,Success,,1,,,,,18280450.5,18280450.5,18280450.5,db47ea01-0175-4a12-8d5e-32f092a68992
324659.22415571613,324659.22415571613,324659.22415571613,0,150498.70585746193,150498.70585746193,150498.70585746193,No,No,No,No,16270938.43915878,0.0,0.0,0.0,17543930.05,0,17219270.830792934,17219270.830792934,17219270.830792934,18770455.675467394,174160.51829825423,174160.51829825423,174160.51829825423,67.98,56,15.51,2022-04-08T20:00:00,"Daily, Weekly",Decreasing,174158378235500113b24ce450,default,Success,,1,,,,,17577005.0,17577005.0,17577005.0,ca0cacce-3fce-433b-b8f2-996a18c31d62
289248.76478347066,289248.76478347066,289248.76478347066,0,75488.11151542322,75488.11151542322,75488.11151542322,No,No,No,No,16290866.877823398,0.0,0.0,0.0,17510002.88,0,17220754.115697518,17220754.115697518,17220754.115697518,18683826.890359,213760.65326804743,213760.65326804743,213760.65326804743,67.98,56,15.51,2022-04-08T16:00:00,"Daily, Weekly",Decreasing,174158378235500114b24ce450,default,Success,,1,,,,,17474384.0,17474384.0,17474384.0,7ff09df5-887c-45d3-a557-138048e4edba
251219.11322245,251219.11322245,251219.11322245,0,16602.19249611412,16602.19249611412,16602.19249611412,No,No,No,No,16183915.256725855,0.0,0.0,0.0,17473456.51,0,17222237.400602102,17222237.400602102,17222237.400602102,18666840.916180648,234616.92072633572,234616.92072633572,234616.92072633572,67.98,56,15.51,2022-04-08T12:00:00,"Daily, Weekly",Decreasing,174158378235500115b24ce450,default,Success,,1,,,,,17143727.5,17143727.5,17143727.5,8501b16d-ee42-4a67-9cd2-92edc73d6157
388430.0603247445,388430.0603247445,388430.0603247445,0,159272.95071845694,159272.95071845694,159272.95071845694,No,No,No,No,16322812.227971416,0.0,0.0,0.0,17612150.75,0,17223720.685506687,17223720.685506687,17223720.685506687,18791240.750164807,229157.1096062875,229157.1096062875,229157.1096062875,67.98,56,15.51,2022-04-08T08:00:00,"Daily, Weekly",Decreasing,174158378235500116b24ce450,default,Success,,1,,,,,17043881.0,17043881.0,17043881.0,3b793fc6-efb1-44c7-a721-281102782fde
88567.97818537663,88567.97818537663,88567.97818537663,0,-105169.0340867978,-105169.0340867978,-105169.0340867978,No,No,No,No,16151221.942518167,0.0,0.0,0.0,17313771.95,0,17225203.97002384,17225203.97002384,17225203.97002384,18624683.162195403,193737.01227217444,193737.01227217444,193737.01227217444,67.98,56,15.51,2022-04-08T04:00:00,"Daily, Weekly",Decreasing,174158378235500117b24ce450,default,Success,,1,,,,,17776797.5,17776797.5,17776797.5,d9efe866-c41b-49d6-9d33-d5c0e99e9745
-166852.56471551652,-166852.56471551652,-166852.56471551652,0,-296692.9265043236,-296692.9265043236,-296692.9265043236,No,No,No,No,15816277.12430178,0.0,0.0,0.0,17059834.69,0,17226687.25454099,17226687.25454099,17226687.25454099,18330139.42673597,129840.36178880712,129840.36178880712,129840.36178880712,67.98,56,15.51,2022-04-08T00:00:00,"Daily, Weekly",Decreasing,174158378235500118b24ce450,default,Success,,1,,,,,17133623.0,17133623.0,17133623.0,ef841793-249e-411f-ac80-891482208ba0
194820.83107656712,194820.83107656712,194820.83107656712,0,150498.7058567411,150498.7058567411,150498.7058567411,No,No,No,No,16207898.664910844,0.0,0.0,0.0,17422991.37,0,17228170.539058145,17228170.539058145,17228170.539058145,18680730.07774268,44322.125219826055,44322.125219826055,44322.125219826055,67.98,56,15.51,2022-04-07T20:00:00,"Daily, Weekly",Decreasing,174158378235500119b24ce450,default,Success,,1,,,,,17335294.0,17335294.0,17335294.0,5d47c74a-416c-4ce7-b3b1-1739fcfcf9f5
24086.32795107733,24086.32795107733,24086.32795107733,0,75488.11151655483,75488.11151655483,75488.11151655483,No,No,No,No,16027909.457687384,0.0,0.0,0.0,17253740.15,0,17229653.8235753,17229653.8235753,17229653.8235753,18575690.759592123,-51401.78356547749,-51401.78356547749,-51401.78356547749,67.98,56,15.51,2022-04-07T16:00:00,"Daily, Weekly",Decreasing,174158378235500120b24ce450,default,Success,,1,,,,,16757499.0,16757499.0,16757499.0,83933cec-4c32-47f8-91c9-be12604ee34b
-126505.0479529793,-126505.0479529793,-126505.0479529793,0,16602.192495479616,16602.192495479616,16602.192495479616,No,No,No,No,15802232.15208818,0.0,0.0,0.0,17104632.06,0,17231137.10809245,17231137.10809245,17231137.10809245,18370715.74381282,-143107.2404484589,-143107.2404484589,-143107.2404484589,67.98,56,15.51,2022-04-07T12:00:00,"Daily, Weekly",Decreasing,174158378235500121b24ce450,default,Success,,1,,,,,17341703.5,17341703.5,17341703.5,28f7d0b9-a9a0-4fe8-a1b2-d6265fe4bcb4
-56882.55690101159,-56882.55690101159,-56882.55690101159,0,159272.95071753324,159272.95071753324,159272.95071753324,No,No,No,No,15855555.327306723,0.0,0.0,0.0,17175737.84,0,17232620.392609604,17232620.392609604,17232620.392609604,18360686.53634905,-216155.50761854483,-216155.50761854483,-216155.50761854483,67.98,56,15.51,2022-04-07T08:00:00,"Daily, Weekly",Decreasing,174158378235500122b24ce450,default,Success,,1,,,,,17341034.5,17341034.5,17341034.5,d5210faa-bd62-4ca7-9f60-338b27757561
-363260.3529880956,-363260.3529880956,-363260.3529880956,0,-105169.03408646552,-105169.03408646552,-105169.03408646552,No,No,No,No,15612697.757838933,0.0,0.0,0.0,16870843.32,0,17234103.677126758,17234103.677126758,17234103.677126758,18212908.86086019,-258091.3189016301,-258091.3189016301,-258091.3189016301,67.98,56,15.51,2022-04-07T04:00:00,"Daily, Weekly",Decreasing,174158378235500123b24ce450,default,Success,,1,,,,,17189790.5,17189790.5,17189790.5,dfac67b3-2a82-4f1c-ba53-bdce97b84766
